Rk,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
571,Lance Bouma\boumala01,26,C,CGY,61,3,4,7,-2,35,-0.1,3,0,0,1,4,0,0,53,5.7,692,11:21,44,127,4,8,33.3
572,Joel Eriksson Ek\eriksjo02,20,LW,MIN,15,3,4,7,1,4,0.8,3,0,0,1,4,0,0,15,20.0,159,10:37,8,23,45,64,41.3
573,Andreas Martinsen\martian01,26,LW,TOT,64,3,4,7,-14,32,-0.4,3,0,0,0,3,0,1,73,4.1,637,9:57,28,173,3,1,75.0
574,Greg McKegg\mckeggr01,24,C,TOT,46,3,4,7,-3,22,0.3,3,0,0,0,4,0,0,36,8.3,456,9:54,16,48,90,90,50.0
575,John Mitchell\mitchjo01,32,C,COL,65,3,4,7,-12,45,-0.6,3,0,0,1,4,0,0,57,5.3,816,12:33,45,88,298,240,55.4
576,Steve Ott\ottst01,34,C,TOT,53,3,4,7,-8,80,-0.1,3,0,0,0,4,0,0,45,6.7,570,10:46,23,144,153,125,55.0
577,Carter Rowney\rowneca01,27,RW,PIT,27,3,4,7,2,4,0.6,3,0,0,1,4,0,0,24,12.5,296,10:58,15,64,95,103,48.0
578,Korbinian Holzer\holzeko01,28,D,ANA,32,2,5,7,0,23,1.5,2,0,0,0,5,0,0,14,14.3,432,13:31,34,71,0,0,
579,Markus Nutivaara\nutivma01,22,D,CBJ,66,2,5,7,7,6,2.2,2,0,0,0,5,0,0,66,3.0,872,13:13,38,36,0,0,
580,Nate Prosser\prossna01,30,D,MIN,39,2,5,7,0,12,1.2,2,0,0,0,4,1,0,20,10.0,496,12:44,63,30,0,0,
581,Steven Santini\santist01,21,D,NJD,38,2,5,7,-6,14,1.3,2,0,0,0,5,0,0,46,4.3,611,16:05,35,83,0,0,
582,Phillip Di Giuseppe\digiuph01,23,LW,CAR,36,1,6,7,-12,15,-0.3,1,0,0,1,5,1,0,68,1.5,443,12:18,10,91,0,2,0.0
583,Remi Elie\eliere01,21,LW,DAL,18,1,6,7,5,8,0.6,1,0,0,0,6,0,0,15,6.7,281,15:38,11,30,1,0,100.0
584,Kevin Gravel\graveke01,24,D,LAK,49,1,6,7,3,6,2.3,0,1,0,0,5,1,0,52,1.9,693,14:09,65,73,0,0,
585,Ben Lovejoy\lovejbe01,32,D,NJD,82,1,6,7,-7,39,2.5,1,0,0,1,6,0,0,84,1.2,1703,20:46,149,82,0,0,
586,Olli Maatta\maattol01,22,D,PIT,55,1,6,7,17,12,2.3,1,0,0,0,6,0,0,66,1.5,994,18:04,102,72,0,0,
587,Martin Marincin\marinma01,24,D,TOR,25,1,6,7,3,16,1.4,1,0,0,0,5,0,1,22,4.5,451,18:03,27,25,0,0,
588,Jared McCann\mccanja01,20,C,FLA,29,1,6,7,-1,4,0.3,1,0,0,0,5,1,0,44,2.3,337,11:38,6,28,41,64,39.0
589,Ryan Sproul\sproury01,24,D,DET,27,1,6,7,-8,6,0.7,0,1,0,0,4,2,0,46,2.2,409,15:09,14,12,0,0,
590,Anthony Bitetto\bitetan01,26,D,NSH,29,0,7,7,-1,25,0.9,0,0,0,0,7,0,0,17,0.0,342,11:48,24,43,0,0,
591,Taylor Fedun\fedunta01,28,D,BUF,27,0,7,7,3,16,1.5,0,0,0,0,4,3,0,24,0.0,361,13:22,20,7,0,0,
592,Cody McLeod\mcleoco01,32,LW,TOT,59,5,1,6,-3,145,0.4,5,0,0,0,1,0,0,30,16.7,423,7:10,14,150,0,1,0.0
593,Roman Lyubimov\lyubiro01,25,LW,PHI,47,4,2,6,-2,8,0.3,4,0,0,1,2,0,0,41,9.8,450,9:35,16,28,1,6,14.3
594,Evan Rodrigues\rodriev01,23,LW,BUF,30,4,2,6,-7,4,0.2,3,1,0,0,2,0,0,51,7.8,388,12:56,12,12,104,146,41.6
595,J.T. Brown\brownjt01,26,RW,TBL,64,3,3,6,-7,73,-0.4,2,0,1,1,3,0,0,67,4.5,664,10:22,25,103,12,26,31.6
596,Timo Meier\meierti01,20,RW,SJS,34,3,3,6,1,10,0.4,3,0,0,1,3,0,0,85,3.5,424,12:28,5,64,1,4,20.0
597,Gemel Smith\smithge02,22,C,DAL,17,3,3,6,-1,21,0.5,2,0,1,0,3,0,0,19,15.8,231,13:35,6,6,25,34,42.4
598,Jakub Vrana\vranaja01,20,LW,WSH,21,3,3,6,2,2,0.6,0,3,0,2,2,1,0,32,9.4,233,11:07,7,6,0,3,0.0
599,Klas Dahlbeck\dahlbkl01,25,D,CAR,43,2,4,6,-12,30,0.6,2,0,0,0,4,0,0,37,5.4,597,13:53,38,77,0,0,
600,Eric Gryba\grybaer01,28,D,EDM,40,2,4,6,-5,65,1.0,2,0,0,2,4,0,0,45,4.4,646,16:08,47,145,0,0,
601,Adrian Kempe\kempead01,20,LW,LAK,25,2,4,6,-3,6,0.4,2,0,0,1,1,2,1,32,6.3,306,12:14,7,23,67,86,43.8
602,Brandon Montour\montobr01,22,D,ANA,27,2,4,6,11,14,2.3,2,0,0,0,3,1,0,50,4.0,469,17:23,24,21,0,0,
603,Stephen Gionta\giontst01,33,RW,NYI,26,1,5,6,9,2,0.6,1,0,0,0,5,0,0,17,5.9,291,11:12,7,56,56,64,46.7
604,Josh Gorges\gorgejo01,32,D,BUF,66,1,5,6,-3,50,2.1,1,0,0,0,5,0,0,40,2.5,1218,18:27,108,143,0,1,0.0
605,Erik Gudbranson\gudbrer01,25,D,VAN,30,1,5,6,-14,18,0.5,1,0,0,1,5,0,0,40,2.5,610,20:20,44,66,0,0,
606,Brad Hunt\huntbr01,28,D,TOT,12,1,5,6,-1,2,0.9,0,1,0,0,4,1,0,14,7.1,174,14:30,3,0,0,0,
607,Jyrki Jokipakka\jokipjy01,25,D,TOT,41,1,5,6,-4,12,1.1,1,0,0,0,5,0,0,29,3.4,592,14:26,32,31,0,0,
608,Philip Larsen\larseph01,27,D,VAN,26,1,5,6,-8,4,0.7,1,0,0,0,3,2,0,32,3.1,428,16:28,22,12,0,0,
609,Jonathon Merrill\merrijo01,24,D,NJD,51,1,5,6,-9,24,1.3,1,0,0,0,5,0,0,48,2.1,947,18:34,67,39,0,0,
610,Carl Gunnarsson\gunnaca01,30,D,STL,56,0,6,6,-5,4,1.0,0,0,0,0,6,0,0,32,0.0,761,13:36,68,42,0,0,
611,Dalton Prout\proutda01,26,D,TOT,29,0,6,6,-1,44,1.0,0,0,0,0,6,0,0,13,0.0,405,13:58,24,44,0,0,
612,Matt Tennyson\tennyma01,26,D,CAR,45,0,6,6,-13,6,0.3,0,0,0,0,6,0,0,36,0.0,598,13:17,48,65,0,0,
613,Brock Boeser\boesebr01,19,RW,VAN,9,4,1,5,0,0,0.8,2,2,0,1,1,0,0,25,16.0,146,16:13,0,5,0,0,
614,J.T. Compher\comphj.01,21,LW,COL,21,3,2,5,0,4,0.4,2,1,0,1,2,0,0,30,10.0,314,14:56,21,11,78,86,47.6
615,Noel Acciari\acciano01,25,C,BOS,29,2,3,5,3,16,0.5,2,0,0,0,3,0,0,24,8.3,301,10:22,5,80,11,18,37.9
616,Kyle Connor\connoky01,20,LW,WPG,20,2,3,5,-7,4,0.0,2,0,0,1,1,2,0,24,8.3,244,12:13,8,1,1,1,50.0
617,Gustav Forsling\forslgu02,20,D,CHI,38,2,3,5,3,4,1.3,2,0,0,0,2,1,0,48,4.2,563,14:49,17,16,0,0,
618,Jimmy Hayes\hayesji01,27,RW,BOS,58,2,3,5,-3,29,-0.1,2,0,0,1,3,0,0,74,2.7,535,9:14,10,74,14,41,25.5
619,Dmitry Kulikov\kulikdm01,26,D,BUF,47,2,3,5,-26,26,-0.1,1,1,0,0,1,2,0,42,4.8,1029,21:54,72,60,0,0,
620,Tyler Myers\myersty01,26,D,WPG,11,2,3,5,5,13,1.2,2,0,0,0,2,0,1,16,12.5,244,22:12,21,12,0,0,
621,Taylor Chorney\chornta01,29,D,WSH,18,1,4,5,8,11,1.5,1,0,0,1,4,0,0,19,5.3,257,14:16,29,27,0,0,
622,Tom Gilbert\gilbeto01,34,D,LAK,18,1,4,5,-4,6,0.8,1,0,0,0,3,1,0,12,8.3,278,15:27,28,10,0,0,
623,Garnet Hathaway\hathaga01,25,RW,CGY,26,1,4,5,0,44,0.3,1,0,0,0,4,0,0,22,4.5,238,9:08,14,56,10,9,52.6
624,Julius Honka\honkaju01,21,D,DAL,16,1,4,5,-4,4,0.5,1,0,0,1,3,1,0,34,2.9,270,16:52,15,9,0,0,
625,Michael McCarron\mccarmi01,21,RW,MTL,31,1,4,5,-4,41,0.0,1,0,0,0,4,0,0,31,3.2,307,9:53,11,75,76,99,43.4
626,Andrej Nestrasil\nestran01,25,C,CAR,19,1,4,5,-3,2,0.2,1,0,0,0,4,0,0,27,3.7,207,10:54,6,10,3,7,30.0
627,Brendan Gaunce\gauncbr01,22,LW,VAN,57,0,5,5,-2,33,-0.3,0,0,0,0,5,0,0,51,0.0,541,9:29,12,94,84,80,51.2
628,Cody Goloubef\golouco01,27,D,COL,33,0,5,5,-11,25,0.4,0,0,0,0,5,0,0,35,0.0,561,16:59,33,30,0,0,
629,Seth Griffith\griffse01,24,C,TOT,24,0,5,5,6,8,0.3,0,0,0,0,4,1,0,21,0.0,306,12:44,5,30,2,6,25.0
630,John-Michael Liles\lilesjo01,36,D,BOS,36,0,5,5,1,4,1.3,0,0,0,0,2,3,0,36,0.0,583,16:12,41,25,2,0,100.0
631,Zach Redmond\redmoza01,28,D,MTL,16,0,5,5,6,2,1.2,0,0,0,0,5,0,0,12,0.0,197,12:19,13,25,0,0,
632,Nicholas Baptiste\baptini01,21,RW,BUF,14,3,1,4,1,6,0.6,3,0,0,0,1,0,0,16,18.8,129,9:14,1,12,1,2,33.3
633,Chris Thorburn\thorbch01,33,RW,WPG,64,3,1,4,-7,95,-0.4,2,0,1,0,1,0,0,36,8.3,446,6:59,25,90,13,13,50.0
634,Yohann Auvitu\auvityo01,27,D,NJD,25,2,2,4,1,2,1.3,2,0,0,0,1,1,0,54,3.7,390,15:36,9,20,0,0,
635,Justin Bailey\baileju01,21,RW,BUF,32,2,2,4,0,4,0.1,2,0,0,1,2,0,0,36,5.6,340,10:38,14,27,0,1,0.0
636,Ryan Callahan\callary01,31,RW,TBL,18,2,2,4,-4,23,0.1,2,0,0,1,2,0,0,22,9.1,255,14:09,13,48,5,4,55.6
637,Ryan Carpenter\carpery01,26,C,SJS,11,2,2,4,5,4,0.7,2,0,0,0,2,0,0,20,10.0,114,10:23,2,15,34,41,45.3
638,Gabriel Dumont\dumonga01,26,C,TBL,39,2,2,4,1,29,0.1,2,0,0,0,2,0,0,34,5.9,377,9:40,19,83,133,109,55.0
639,Vernon Fiddler\fiddlve01,36,LW,TOT,59,2,2,4,-15,66,-1.0,1,0,1,0,2,0,0,48,4.2,687,11:39,33,57,370,316,53.9
640,Sergey Kalinin\kalinse01,25,C,NJD,43,2,2,4,-14,15,-0.7,2,0,0,0,2,0,0,38,5.3,550,12:48,20,53,72,102,41.4
641,Brayden McNabb\mcnabbr01,26,D,LAK,49,2,2,4,1,54,2.0,2,0,0,0,2,0,0,47,4.3,738,15:04,54,110,0,0,
642,Iiro Pakarinen\pakarii01,25,RW,EDM,14,2,2,4,2,2,0.5,2,0,0,1,2,0,0,15,13.3,125,8:55,6,30,0,1,0.0
643,Ben Smith\smithbe01,28,RW,TOT,40,2,2,4,-7,4,-0.4,2,0,0,0,2,0,0,30,6.7,459,11:28,41,29,241,227,51.5
644,Mark Stuart\stuarma01,32,D,WPG,42,2,2,4,4,27,1.1,2,0,0,1,2,0,0,24,8.3,523,12:27,79,68,0,0,
645,Brandon Tanev\tanevbr01,25,LW,WPG,51,2,2,4,-6,26,-0.6,2,0,0,1,2,0,0,54,3.7,545,10:41,31,128,1,0,100.0
646,Chris Terry\terrych01,27,LW,MTL,14,2,2,4,-1,4,0.4,2,0,0,0,2,0,0,15,13.3,138,9:53,1,10,1,1,50.0
647,Shawn Thornton\thornsh01,39,LW,FLA,50,2,2,4,-7,67,-0.2,2,0,0,0,2,0,0,42,4.8,384,7:41,8,52,5,10,33.3
648,Harry Zolnierczyk\zolniha01,29,LW,NSH,24,2,2,4,-2,10,0.2,2,0,0,0,2,0,0,19,10.5,213,8:52,11,25,8,11,42.1
649,Robert Bortuzzo\borturo01,27,D,STL,38,1,3,4,11,15,2.0,1,0,0,0,3,0,0,45,2.2,535,14:05,50,77,0,0,
650,Cory Conacher\conacco01,27,LW,TBL,11,1,3,4,0,4,0.3,0,1,0,0,3,0,0,16,6.3,127,11:34,0,1,1,1,50.0
651,Derek Dorsett\dorsede01,30,RW,VAN,14,1,3,4,-6,33,0.1,1,0,0,0,3,0,0,24,4.2,139,9:56,6,35,1,0,100.0
652,Cameron Gaunce\gauncca01,26,D,PIT,12,1,3,4,1,13,0.6,1,0,0,0,3,0,0,8,12.5,150,12:31,10,23,0,0,
653,John Hayden\haydejo01,21,LW,CHI,12,1,3,4,3,4,0.4,1,0,0,0,3,0,0,22,4.5,140,11:41,2,44,0,0,
654,Anton Lander\landean01,25,C,EDM,22,1,3,4,2,6,0.3,1,0,0,0,3,0,0,12,8.3,215,9:46,7,28,79,62,56.0
655,Curtis Lazar\lazarcu01,21,RW,TOT,37,1,3,4,-8,4,-0.3,1,0,0,0,3,0,0,26,3.8,338,9:08,17,66,39,60,39.4
656,Chris Neil\neilch01,37,RW,OTT,53,1,3,4,-11,63,-0.6,1,0,0,0,3,0,0,42,2.4,401,7:34,20,108,0,0,
657,John Quenneville\quennjo02,20,C,NJD,12,1,3,4,1,2,0.4,0,1,0,0,2,1,0,21,4.8,164,13:42,7,15,0,0,
658,Marcus Sorensen\sorenma01,24,RW,SJS,19,1,3,4,-1,4,0.2,1,0,0,1,3,0,0,27,3.7,205,10:49,6,15,3,1,75.0
659,Derek Grant\grantde01,26,C,TOT,46,0,4,4,-5,24,-0.5,0,0,0,0,4,0,0,40,0.0,449,9:46,29,27,200,183,52.2
660,Jakub Kindl\kindlja01,29,D,FLA,39,0,4,4,-11,28,0.2,0,0,0,0,4,0,0,41,0.0,573,14:41,37,49,0,0,
661,Slater Koekkoek\koekksl01,22,D,TBL,29,0,4,4,-4,8,0.5,0,0,0,0,4,0,0,27,0.0,377,12:59,27,25,0,0,
662,Nick Schultz\schulni01,34,D,PHI,28,0,4,4,1,10,1.1,0,0,0,0,4,0,0,25,0.0,427,15:15,61,45,0,0,
663,Luke Witkowski\witkolu01,26,D,TBL,34,0,4,4,-1,39,0.7,0,0,0,0,4,0,0,24,0.0,336,9:52,21,81,0,0,
664,Josh Archibald\archijo01,24,RW,PIT,10,3,0,3,3,4,0.6,2,0,1,0,0,0,0,11,27.3,109,10:52,2,28,0,1,0.0
665,Adam Erne\ernead01,21,LW,TBL,26,3,0,3,-9,11,-0.2,3,0,0,0,0,0,0,40,7.5,307,11:48,13,71,0,2,0.0
666,Christian Fischer\fischch01,19,RW,ARI,7,3,0,3,0,0,0.5,3,0,0,1,0,0,0,10,30.0,86,12:20,0,9,0,0,
667,Nikolay Goldobin\goldoni01,21,RW/LW,TOT,14,3,0,3,0,0,0.4,3,0,0,1,0,0,0,14,21.4,159,11:22,4,1,0,0,
668,Michael Bournival\bournmi01,24,LW,TBL,19,2,1,3,-3,2,0.1,2,0,0,0,1,0,0,25,8.0,193,10:09,8,31,1,2,33.3
669,Laurent Dauphin\dauphla01,21,C,ARI,24,2,1,3,-2,12,0.0,1,0,1,1,1,0,0,32,6.3,262,10:55,11,32,37,45,45.1
670,Ryan Garbutt\garbury01,31,LW,ANA,27,2,1,3,-3,20,0.0,2,0,0,1,0,0,1,26,7.7,247,9:10,12,53,7,4,63.6
671,Frederik Gauthier\gauthfr01,21,C,TOR,21,2,1,3,2,23,0.3,2,0,0,0,1,0,0,15,13.3,204,9:42,17,17,120,115,51.1
672,Shane Harper\harpesh01,27,RW,FLA,14,2,1,3,-1,18,0.3,2,0,0,0,1,0,0,13,15.4,144,10:18,0,19,0,0,
673,Kyle Rau\rauky01,24,C,FLA,24,2,1,3,-3,4,0.1,2,0,0,0,1,0,0,21,9.5,230,9:36,3,24,2,1,66.7
674,Jordin Tootoo\tootojo01,33,RW,CHI,50,2,1,3,-6,28,-0.3,2,0,0,0,1,0,0,43,4.7,337,6:45,8,52,1,0,100.0
675,Kenny Agostino\agostke01,24,LW,STL,7,1,2,3,0,2,0.3,1,0,0,0,1,1,0,17,5.9,89,12:47,3,9,0,0,
676,Mark Borowiecki\borowma01,27,D,OTT,70,1,2,3,-3,154,1.3,1,0,0,0,2,0,0,50,2.0,981,14:01,90,364,1,0,100.0
677,Zac Dalpe\dalpeza01,27,C,MIN,9,1,2,3,0,9,0.3,1,0,0,0,2,0,0,8,12.5,77,8:33,5,5,27,32,45.8
678,Scott Harrington\harrisc01,23,D,CBJ,22,1,2,3,3,10,0.9,1,0,0,0,2,0,0,16,6.3,286,13:00,24,21,0,0,
679,Michal Rozsival\rozsimi01,38,D,CHI,22,1,2,3,-3,14,0.4,1,0,0,1,2,0,0,16,6.3,341,15:30,25,47,0,0,
680,Clayton Stoner\stonecl01,31,D,ANA,14,1,2,3,0,28,0.7,1,0,0,0,2,0,0,16,6.3,246,17:33,17,35,0,0,
681,Alex Biega\biegaal01,28,D,VAN,36,0,3,3,-4,18,0.7,0,0,0,0,3,0,0,37,0.0,474,13:10,24,97,0,0,
682,Jared Boll\bollja01,30,RW,ANA,51,0,3,3,-3,87,-0.3,0,0,0,0,3,0,0,13,0.0,297,5:49,14,68,0,1,0.0
683,Brandon Davidson\davidbr01,25,D,TOT,38,0,3,3,-2,20,0.7,0,0,0,0,3,0,0,42,0.0,597,15:43,61,42,0,0,
684,Brett Kulak\kulakbr01,23,D,CGY,21,0,3,3,-3,12,0.4,0,0,0,0,3,0,0,19,0.0,299,14:15,13,14,0,0,
685,Patrik Nemeth\nemetpa01,24,D,DAL,40,0,3,3,-4,14,0.3,0,0,0,0,3,0,0,46,0.0,631,15:47,47,45,0,0,
686,Gustav Olofsson\olofsgu01,22,D,MIN,13,0,3,3,-1,2,0.3,0,0,0,0,2,1,0,7,0.0,175,13:29,16,10,0,0,
687,Karl Stollery\stollka01,29,D,NJD,11,0,3,3,-5,13,0.2,0,0,0,0,0,3,0,11,0.0,186,16:55,16,26,0,0,
688,Paul Thompson\thomppa02,28,RW,FLA,21,0,3,3,-4,22,-0.1,0,0,0,0,3,0,0,19,0.0,166,7:54,16,48,0,1,0.0
689,Joel Vermin\vermijo01,24,RW,TBL,18,0,3,3,2,4,0.1,0,0,0,0,3,0,0,12,0.0,197,10:56,7,17,2,1,66.7
690,Jason Dickinson\dickija01,21,C,DAL,10,2,0,2,-3,0,0.1,2,0,0,0,0,0,0,9,22.2,118,11:47,4,8,4,9,30.8
691,Freddie Hamilton\hamilfr01,25,C,CGY,26,2,0,2,-3,8,-0.1,2,0,0,1,0,0,0,30,6.7,254,9:47,1,46,75,51,59.5
692,Teemu Pulkkinen\pulkkte01,25,LW,TOT,13,2,0,2,-2,6,0.1,2,0,0,0,0,0,0,10,20.0,124,9:30,3,4,0,1,0.0
693,Pontus Aberg\abergpo01,23,LW,NSH,15,1,1,2,-2,4,-0.1,1,0,0,0,1,0,0,12,8.3,185,12:20,2,9,1,0,100.0
694,Matt Bartkowski\bartkma01,28,D,CGY,24,1,1,2,-4,26,0.4,1,0,0,0,1,0,0,16,6.3,369,15:23,12,46,0,0,
695,Anton Blidh\blidhan01,21,LW,BOS,19,1,1,2,-2,7,0.0,1,0,0,0,1,0,0,26,3.8,167,8:47,4,41,0,0,
696,Blake Coleman\colembl01,25,C,NJD,23,1,1,2,-7,27,-0.4,1,0,0,0,1,0,0,29,3.4,295,12:51,15,51,96,130,42.5
697,Tanner Glass\glassta01,33,LW,NYR,11,1,1,2,0,17,0.1,1,0,0,0,1,0,0,8,12.5,120,10:55,4,37,2,0,100.0
698,Matt Greene\greenma01,33,D,LAK,26,1,1,2,3,19,1.2,1,0,0,0,1,0,0,14,7.1,343,13:11,27,71,0,0,
699,Markus Hannikainen\hannima01,23,LW,CBJ,10,1,1,2,0,6,0.2,1,0,0,0,1,0,0,8,12.5,91,9:08,5,16,0,0,
700,Steven Kampfer\kampfst01,28,D,TOT,11,1,1,2,-2,6,0.2,1,0,0,0,1,0,0,10,10.0,146,13:15,10,24,0,0,
701,Taylor Leier\leierta01,22,LW,PHI,10,1,1,2,-1,4,0.1,1,0,0,0,1,0,0,7,14.3,91,9:04,0,7,0,1,0.0
702,Milan Michalek\michami01,32,LW,TOR,5,1,1,2,-2,2,0.1,1,0,0,0,1,0,0,6,16.7,71,14:16,9,7,0,1,0.0
703,Mirco Mueller\muellmi01,21,D,SJS,4,1,1,2,2,0,0.5,1,0,0,0,1,0,0,3,33.3,38,9:36,3,2,0,0,
704,Matthew Peca\pecama01,23,C,TBL,10,1,1,2,-3,2,0.0,1,0,0,0,1,0,0,9,11.1,114,11:27,2,9,32,40,44.4
705,Nate Thompson\thompna01,32,C,ANA,30,1,1,2,4,14,0.0,1,0,0,0,1,0,0,19,5.3,312,10:23,9,69,130,115,53.1
706,Andy Andreoff\andrean01,25,LW,LAK,36,0,2,2,-2,70,-0.4,0,0,0,0,2,0,0,38,0.0,381,10:36,7,70,41,28,59.4
707,Jonny Brodzinski\brodzjo01,23,C,LAK,6,0,2,2,2,2,0.2,0,0,0,0,2,0,0,17,0.0,74,12:17,4,10,0,0,
708,Peter Cehlarik\cehlape01,21,LW,BOS,11,0,2,2,0,0,0.0,0,0,0,0,1,1,0,8,0.0,153,13:55,4,7,2,1,66.7
709,Nicolas Deslauriers\deslani01,25,LW,BUF,42,0,2,2,-6,38,-0.5,0,0,0,0,2,0,0,26,0.0,311,7:25,5,109,0,3,0.0
710,Justin Dowling\dowliju01,26,C,DAL,9,0,2,2,0,2,0.0,0,0,0,0,1,1,0,11,0.0,94,10:28,0,1,38,31,55.1
711,Mark Fayne\faynema01,29,D,EDM,4,0,2,2,1,0,0.3,0,0,0,0,2,0,0,4,0.0,32,7:55,2,1,0,0,
712,Marek Hrivik\hrivima01,25,LW,NYR,16,0,2,2,-3,2,-0.2,0,0,0,0,1,1,0,15,0.0,167,10:25,5,19,32,48,40.0
713,Charles Hudon\hudonch01,22,LW,MTL,3,0,2,2,1,2,0.2,0,0,0,0,2,0,0,3,0.0,36,11:56,0,11,0,0,
714,Clayton Keller\kellecl01,18,LW,ARI,3,0,2,2,-3,0,0.0,0,0,0,0,1,1,0,0,,38,12:40,0,0,0,0,
715,Julian Melchiori\melchju01,25,D,WPG,18,0,2,2,0,8,0.3,0,0,0,0,2,0,0,15,0.0,331,18:22,31,30,0,0,
716,Ryan Murphy\murphry01,23,D,CAR,27,0,2,2,-11,8,-0.3,0,0,0,0,2,0,0,17,0.0,356,13:10,31,2,0,0,
717,Teddy Purcell\purcete01,31,LW,LAK,12,0,2,2,0,0,0.0,0,0,0,0,2,0,0,10,0.0,155,12:54,2,7,3,0,100.0
718,Ty Rattie\rattity01,23,RW,TOT,9,0,2,2,-2,0,0.0,0,0,0,0,2,0,0,10,0.0,97,10:44,4,10,0,0,
719,Jordan Schmaltz\schmajo01,23,D,STL,9,0,2,2,0,4,0.4,0,0,0,0,1,1,0,5,0.0,129,14:20,10,4,0,0,
720,Tom Sestito\sestito01,29,LW,PIT,13,0,2,2,0,48,0.1,0,0,0,0,2,0,0,3,0.0,72,5:32,2,19,0,0,
721,Drew Shore\shoredr01,26,C,VAN,14,0,2,2,-3,4,-0.1,0,0,0,0,2,0,0,11,0.0,168,11:58,3,22,38,33,53.5
722,Brian Strait\straibr01,29,D,WPG,5,0,2,2,-1,0,0.2,0,0,0,0,2,0,0,3,0.0,80,15:56,8,5,0,0,
723,Lucas Wallmark\wallmlu01,21,C,CAR,8,0,2,2,1,2,0.1,0,0,0,0,2,0,0,11,0.0,87,10:52,3,14,31,27,53.4
724,Bryan Bickell\bickebr01,30,LW,CAR,11,1,0,1,-4,4,-0.1,0,1,0,1,0,0,0,8,12.5,115,10:26,3,16,0,2,0.0
725,Boyd Gordon\gordobo01,33,C,PHI,13,1,0,1,-5,2,-0.2,1,0,0,0,0,0,0,8,12.5,106,8:11,7,4,48,38,55.8
726,Seth Helgeson\helgese01,26,D,NJD,9,1,0,1,2,15,0.6,1,0,0,0,0,0,0,3,33.3,121,13:28,11,16,0,0,
727,Samuel Henley\henlesa01,23,C,COL,1,1,0,1,1,2,0.3,1,0,0,0,0,0,0,1,100.0,5,5:18,0,2,0,1,0.0
728,Tyson Jost\jostty01,18,C,COL,6,1,0,1,-5,0,-0.1,1,0,0,0,0,0,0,9,11.1,94,15:41,3,3,28,42,40.0
729,Tomas Jurco\jurcoto01,24,LW/RW,TOT,29,1,0,1,-12,4,-0.8,1,0,0,0,0,0,0,35,2.9,308,10:38,9,21,0,1,0.0
730,Kasperi Kapanen\kapanka01,20,RW,TOR,8,1,0,1,-2,0,0.0,1,0,0,0,0,0,0,11,9.1,86,10:42,2,6,0,0,
731,Jujhar Khaira\khairju01,22,LW,EDM,10,1,0,1,1,2,0.1,1,0,0,1,0,0,0,10,10.0,93,9:15,5,20,7,12,36.8
732,Colin McDonald\mcdonco01,32,C,PHI,3,1,0,1,1,0,0.2,1,0,0,0,0,0,0,5,20.0,27,9:01,0,9,0,1,0.0
733,Dylan McIlrath\mcilrdy01,24,D,TOT,6,1,0,1,-2,14,0.1,1,0,0,0,0,0,0,3,33.3,57,9:31,4,15,0,0,
734,Wade Megan\meganwa01,26,C,STL,3,1,0,1,1,0,0.2,1,0,0,0,0,0,0,6,16.7,26,8:48,0,2,13,14,48.1
735,Tomas Nosek\nosekto01,24,LW,DET,11,1,0,1,-1,2,0.0,1,0,0,0,0,0,0,19,5.3,111,10:07,5,10,37,31,54.4
736,Daniel O'Regan\oregada01,23,C,SJS,3,1,0,1,-2,0,0.1,0,1,0,0,0,0,0,5,20.0,35,11:33,1,1,14,17,45.2
737,Mike Reilly\reillmi01,23,D,MIN,17,1,0,1,1,2,0.4,1,0,0,0,0,0,0,19,5.3,210,12:23,8,2,0,0,
738,Nikita Scherbak\scherni01,21,RW,MTL,3,1,0,1,1,0,0.2,0,1,0,0,0,0,0,3,33.3,34,11:23,1,0,0,0,
739,Vladimir Sobotka\sobotvl01,29,LW,STL,1,1,0,1,0,0,0.2,1,0,0,0,0,0,0,2,50.0,17,16:41,0,0,6,6,50.0
740,Valentin Zykov\zykovva01,21,LW,CAR,2,1,0,1,1,0,0.2,1,0,0,0,0,0,0,3,33.3,13,6:15,0,0,0,0,
741,Christoph Bertschy\bertsch02,22,C,MIN,5,0,1,1,0,4,0.0,0,0,0,0,1,0,0,5,0.0,41,8:08,3,7,0,0,
742,Matt Carle\carlema01,32,D,NSH,6,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,2,0.0,79,13:09,5,3,0,0,
743,Gabriel Carlsson\carlsga01,20,D,CBJ,2,0,1,1,-2,0,0.0,0,0,0,0,1,0,0,3,0.0,34,17:08,2,5,0,0,
744,Kevin Connauton\connake01,26,D,ARI,24,0,1,1,-1,24,0.4,0,0,0,0,1,0,0,21,0.0,315,13:08,22,48,0,0,
745,Andrew Desjardins\desjaan01,30,LW,CHI,46,0,1,1,-6,22,-1.0,0,0,0,0,1,0,0,46,0.0,432,9:24,17,73,39,30,56.5
746,Hudson Fasching\faschhu01,21,RW,BUF,10,0,1,1,-1,2,-0.1,0,0,0,0,1,0,0,6,0.0,104,10:25,2,17,0,0,
747,Kurtis Gabriel\gabriku01,23,RW,MIN,13,0,1,1,0,29,0.0,0,0,0,0,1,0,0,3,0.0,76,5:49,1,26,0,0,
