Shot #,Player,TEAM,Opponent,Date,Art x,Art y,Outcome,Assist,Type,Play,State,Angle,Distance,x,y
501,Bunbury,NE,TOR,42469,15,24,0,pass,left,open,1,19.58426143,15.04792344,15,26
502,Koffie,NE,TOR,42469,21.8,30.8,0,pass,right,open,1,12.72197409,22.50777643,21.8,19.2
503,Bunbury,NE,TOR,42469,4.2,19.2,0,other,right,open,1,26.13100054,7.323933369,4.2,30.8
504,Tierney,NE,TOR,42469,14.1,13.8,0,pass,left,open,1,13.00371067,18.13201588,14.1,36.2
505,Bunbury,NE,TOR,42469,21.6,1.5,0,self,right,open,0,6.332921631,32.06633749,21.6,48.5
506,Rowe,NE,TOR,42469,6.7,21.8,0,other,right,open,0,35.76449545,7.513321503,6.7,28.2
507,Meram,COL,MTL,42469,5.6,23.5,0,cross,right,open,0,47.32249735,5.852349955,5.6,26.5
508,Afful,COL,MTL,42469,8.2,8.9,0,self,left,open,-2,7.597226042,18.2463695,8.2,41.1
509,Ontivero,MTL,COL,42469,20.7,19.4,0,self,left,open,0,13.36394416,21.49720912,20.7,30.6
510,Ontivero,MTL,COL,42469,16.7,19.4,0,pass,left,open,0,15.96783443,17.67851804,16.7,30.6
511,Oduro,MTL,COL,42469,7.1,32,0,self,right,open,0,21.72673481,9.831073187,7.1,18
512,Camara,MTL,COL,42469,5.3,28.4,1,cross,header,set-piece,0,39.96114498,6.191122677,5.3,21.6
513,Oduro,MTL,COL,42469,9.3,25.6,0,pass,right,open,1,31.12444854,9.308598176,9.3,24.4
514,Piatti,MTL,COL,42469,10.3,33,0,pass,left,open,1,18.15561369,12.92013932,10.3,17
515,Bekker,MTL,COL,42469,6.3,28.1,1,cross,header,open,1,37.59982227,6.935416354,6.3,21.9
516,Villa,NYCFC,CHI,42470,20.4,25.2,0,self,right,open,0,14.52513035,20.4,20.4,24.8
517,Villa,NYCFC,CHI,42470,13.3,16.3,0,pass,right,open,0,15.71363258,16.00312469,13.3,33.7
518,Villa,NYCFC,CHI,42470,6.9,32.3,0,cross,right,set-piece,0,20.86356876,9.900505038,6.9,17.7
519,Matarrita,NYCFC,CHI,42470,23.1,36,0,self,left,open,0,10.50411261,25.5,23.1,14
520,Diskerud,NYCFC,CHI,42470,14.2,27.5,0,self,right,open,0,20.15948573,14.3850617,14.2,22.5
521,Villa,NYCFC,CHI,42470,20.7,41.1,0,self,right,set-piece,0,8.98273704,26.10172408,20.7,8.9
522,McNamara,NYCFC,CHI,42470,13.7,31.2,0,self,right,open,0,17.99110886,14.95626959,13.7,18.8
523,Adi,POR,LA,42470,11.7,34.6,1,pass,right,open,0,15.30679524,15.00833102,11.7,15.4
524,Adi,POR,LA,42470,16.8,35.8,0,self,right,open,1,12.55974662,19.86454127,16.8,14.2
525,Zardes,LA,POR,42470,19.4,36.8,0,pass,left,open,0,11.21375655,22.60353955,19.4,13.2
526,Steres,LA,POR,42470,4.9,19.6,0,cross,header,set-piece,-1,28.76764934,7.441102069,4.9,30.4
527,Ivanschitz,SEA,HOU,42470,24.9,16.7,0,self,left,set-piece,0,10.74770358,26.31083427,24.9,33.3
528,Kovar,SEA,HOU,42470,23.1,20.9,0,pass,left,open,-1,12.45915781,23.49680829,23.1,29.1
529,Ivanschitz,SEA,HOU,42470,18.5,19.6,0,self,left,open,-1,14.77874754,19.32899377,18.5,30.4
530,Anderson,SEA,HOU,42470,5.4,27.5,0,cross,right,open,-1,44.42433465,5.869412236,5.4,22.5
531,Dempsey,SEA,HOU,42470,15.6,30.4,0,self,left,open,-1,16.97417085,16.44384383,15.6,19.6
532,Marshall,SEA,HOU,42470,4.7,23,1,cross,right,open,-1,51.65894505,5.189412298,4.7,27
533,Bruin,HOU,SEA,42470,6.4,26.1,0,cross,header,open,0,43.22389115,6.462971453,6.4,23.9
534,Bruin,HOU,SEA,42470,22.4,21.1,0,pass,right,open,0,12.86012048,22.77213209,22.4,28.9
535,Barnes,HOU,SEA,42470,25.4,29.5,0,pass,right,open,0,11.33920487,25.76140524,25.4,20.5
536,Anibaba,HOU,SEA,42470,16.5,10,0,pass,right,open,0,9.922193471,22.43412579,16.5,40
537,Horst,HOU,SEA,42470,5.2,26.7,0,cross,header,set-piece,0,49.40743149,5.412023651,5.2,23.3
538,Barnes,HOU,SEA,42470,8.4,19,1,cross,right,open,0,23.63780996,10.44030651,8.4,31
539,Boniek-Garcia,HOU,SEA,42470,5.4,22,0,other,right,open,1,41.80523188,6.276941931,5.4,28
540,Barrios,DAL,POR,42473,9.7,22.6,1,pass,right,open,0,28.4506609,10.04241007,9.7,27.4
541,Castillo,DAL,POR,42473,15.5,23.1,1,pass,right,open,1,18.7750006,15.64161117,15.5,26.9
542,Akindele,DAL,POR,42473,9.6,26.7,1,pass,right,open,2,29.48422797,9.716480844,9.6,23.3
543,Castillo,DAL,POR,42473,9.6,33.4,0,pass,right,open,3,17.74893712,12.62537128,9.6,16.6
544,Castillo,DAL,POR,42473,14.3,16.8,0,self,right,open,3,15.67600754,16.58463144,14.3,33.2
545,Valeri,POR,DAL,42473,37.6,29.7,0,pass,right,open,-3,7.790516279,37.86832449,37.6,20.3
546,Melano,POR,DAL,42473,15.5,42.3,0,other,right,open,-3,8.602586406,23.07942807,15.5,7.7
547,Mattocks,POR,DAL,42473,7.8,31.2,1,cross,right,open,-3,23.67224628,9.84073168,7.8,18.8
548,Barmby,POR,DAL,42473,24.6,18.5,0,self,left,set-piece,-2,11.29187258,25.49607813,24.6,31.5
549,McInerney,POR,DAL,42473,4.2,27.8,0,cross,header,set-piece,-2,49.39870535,4.939635614,4.2,22.2
550,Martins,NYRB,SJ,42473,25.4,15.9,0,pass,right,open,0,10.37795604,27.04902956,25.4,34.1
551,B. Wright-Phillips,NYRB,SJ,42473,8.6,18.8,0,pass,left,open,-1,22.94413082,10.72007463,8.6,31.2
552,Martins,NYRB,SJ,42473,17.4,35.3,0,self,right,open,-2,12.68170586,20.11889659,17.4,14.7
553,Kljestan,NYRB,SJ,42473,8.3,26.3,0,cross,header,open,-2,34.06958618,8.372574276,8.3,23.7
554,Grella,NYRB,SJ,42473,1.1,31.1,0,pass,right,open,-2,10.24113142,6.001666435,1.1,18.9
555,Grella,NYRB,SJ,42473,6.4,32.7,0,pass,right,open,-2,19.59440232,9.859513173,6.4,17.3
556,Thompson,SJ,NYRB,42473,5.4,20.4,0,cross,right,open,0,32.80696552,7.224956747,5.4,29.6
557,Alashe,SJ,NYRB,42473,18.5,21.2,1,other,right,open,0,15.37157028,18.92749323,18.5,28.8
558,Garcia,SJ,NYRB,42473,18.8,27.6,0,pass,left,open,1,15.46121774,18.95257238,18.8,22.4
559,Wondolowski,SJ,NYRB,42473,5.3,26.9,1,cross,header,open,1,47.85696207,5.56596802,5.3,23.1
560,Solignac,CO,SKC,42473,12.9,33.8,0,cross,header,open,0,15.79782795,15.50387048,12.9,16.2
561,Solignac,CO,SKC,42473,11.5,21,1,pass,right,open,0,22.91109284,12.24295716,11.5,29
562,Pappa,CO,SKC,42473,14.9,16.2,0,pass,left,open,1,14.82707183,17.40718243,14.9,33.8
563,Solignac,CO,SKC,42473,18.2,28.9,0,self,right,open,1,15.56820728,18.57229119,18.2,21.1
564,Serna,CO,SKC,42473,26.3,20.6,0,pass,left,open,0,10.98901644,26.69925093,26.3,29.4
565,Gashi,CO,SKC,42473,11.8,24.2,1,other,left,open,0,24.74674821,11.84229707,11.8,25.8
566,Rubio,SKC,CO,42473,0.8,31.7,0,self,right,open,-1,6.124374174,6.549045732,0.8,18.3
567,Dwyer,SKC,CO,42473,15,24.3,0,pass,right,open,-1,19.62643935,15.02697574,15,25.7
568,Hallisey,SKC,CO,42473,10.3,30.6,0,pass,left,open,-1,22.28503383,11.62970335,10.3,19.4
569,Opara,SKC,CO,42473,5.8,23.5,0,cross,header,set-piece,-1,45.99525581,6.044005295,5.8,26.5
570,Davis,SKC,CO,42473,3.2,30,0,other,left,open,-1,30.29644818,5.768882041,3.2,20
571,Dwyer,SKC,CO,42473,9.1,26.9,1,cross,header,open,-1,30.71135385,9.257429449,9.1,23.1
572,Dos Santos,LA,HOU,42476,9.7,22.8,1,other,left,open,-1,28.68966776,9.992497185,9.7,27.2
573,Husidic,LA,HOU,42476,4.9,25,1,other,left,open,0,55.90193806,4.904079934,4.9,25
574,Dos Santos,LA,HOU,42476,9.1,29.3,1,cross,right,open,1,26.58928797,9.980981916,9.1,20.7
575,Zardes,LA,HOU,42476,7.2,29.1,1,cross,left,open,2,31.17160004,8.188406438,7.2,20.9
576,DeLaGarza,LA,HOU,42476,10,18.3,0,pass,right,open,3,20.62919608,12.14948559,10,31.7
577,Horst,HOU,LA,42476,3.2,20.6,1,cross,header,open,0,36.07507514,5.60357029,3.2,29.4
578,Rodriguez,HOU,LA,42476,8.3,28.9,0,cross,header,set-piece,-3,29.16393507,9.08735385,8.3,21.1
579,Barnes,HOU,LA,42476,20.7,30.1,0,self,right,set-piece,-3,13.51780113,21.27204739,20.7,19.9
580,Techera,VAN,RSL,42476,3.3,31.9,0,other,header,open,0,18.34852991,7.46860094,3.3,18.1
581,Manneh,VAN,RSL,42476,14.4,23.9,0,pass,left,open,0,20.35697253,14.45856148,14.4,26.1
582,Rivero,VAN,RSL,42476,9.3,17.7,0,pass,right,open,0,19.97895631,11.94738465,9.3,32.3
583,Mezquida,VAN,RSL,42476,10,28.9,0,pass,left,open,-1,25.61695543,10.66255129,10,21.1
584,Manneh,VAN,RSL,42476,16.2,35.5,0,self,right,open,-1,12.96408076,19.1971352,16.2,14.5
585,Movsisyan,RSL,VAN,42476,3.5,21.7,0,cross,left,open,0,48.0127875,4.949747468,3.5,28.3
586,Martinez,RSL,VAN,42476,5.7,29.7,1,self,right,open,0,31.79164231,7.262231062,5.7,20.3
587,Plata,RSL,VAN,42476,9.4,34.4,0,self,left,open,1,16.04508088,13.15294644,9.4,15.6
588,Martinez,RSL,VAN,42476,16.9,21,0,self,left,open,1,16.59668009,17.41407477,16.9,29
589,Plata,RSL,VAN,42476,6.4,31.7,0,self,left,open,1,22.82069829,9.121951546,6.4,18.3
590,Amarikwa,SJ,POR,42476,16,26.4,0,self,right,open,0,18.3253968,16.0449369,16,23.6
591,Wondolowski,SJ,POR,42476,5.2,23.7,0,cross,header,set-piece,0,50.90614111,5.412023651,5.2,26.3
592,Amarikwa,SJ,POR,42476,16.2,21.1,0,self,right,open,0,17.2743843,16.71077497,16.2,28.9
593,Amarikwa,SJ,POR,42476,16.8,27,0,pass,right,open,0,17.35822685,16.89615341,16.8,23
594,Godoy,SJ,POR,42476,16.2,39,0,pass,left,open,0,10.56450133,21.28097742,16.2,11
596,Dawkins,SJ,POR,42476,6.6,26.9,0,other,header,open,-1,40.34106887,6.815423685,6.6,23.1
597,Mattocks,POR,SJ,42476,7.5,33.6,0,pass,left,open,0,17.53223184,11.26099463,7.5,16.4
598,McInerney,POR,SJ,42476,6.1,17.2,1,other,right,open,0,19.16050533,10.06031809,6.1,32.8
599,Adi,POR,SJ,42476,5.4,24.1,1,other,right,open,1,50.42398937,5.510898293,5.4,25.9
600,Valeri,POR,SJ,42476,0.9,36.5,0,self,right,open,1,2.122103122,11.33578405,0.9,13.5
601,Adi,POR,SJ,42476,4.6,26.6,1,pass,right,open,1,54.66221153,4.808326112,4.6,23.4
602,Pontius,PHI,SEA,42476,18.2,28.2,0,pass,right,open,0,15.78792069,18.44559568,18.2,21.8
603,Barnetta,PHI,SEA,42476,6.3,17.3,0,self,right,open,-1,19.55694495,10.10445446,6.3,32.7
604,Le Toux,PHI,SEA,42476,14,22.2,1,pass,right,open,-2,20.27388404,14.31782106,14,27.8
605,Morris,SEA,PHI,42476,10.9,23.8,0,self,right,open,0,26.5387928,10.98954048,10.9,26.2
606,Ivanschitz,SEA,PHI,42476,15.5,13.6,0,pass,left,open,0,12.50376767,19.36001033,15.5,36.4
607,Ivanschitz,SEA,PHI,42476,9.9,25.3,0,cross,right,open,0,29.40597729,9.900505038,9.9,24.7
608,Marshall,SEA,PHI,42476,3.7,27.3,1,cross,header,set-piece,0,57.57893524,4.254409477,3.7,22.7
609,Ivanschitz,SEA,PHI,42476,13.3,27.9,0,pass,left,open,1,21.17458303,13.57129323,13.3,22.1
610,Morris,SEA,PHI,42476,6.2,23.4,0,pass,right,open,1,43.27681999,6.456004957,6.2,26.6
611,Morris,SEA,PHI,42476,7.9,29.3,1,cross,left,open,1,28.99026078,8.90056178,7.9,20.7
612,Valdez,SEA,PHI,42476,12.8,16.3,0,pass,right,open,1,15.95774896,15.59006094,12.8,33.7
613,Zubar,NYRB,CO,42476,6.9,28.1,1,cross,header,open,-1,35.41504423,7.48465096,6.9,21.9
614,Kljestan,NYRB,CO,42476,20.5,21.9,0,pass,right,open,0,14.141344,20.763911,20.5,28.1
615,Muyl,NYRB,CO,42476,2.2,28.4,0,cross,right,open,0,49.88059005,3.883297568,2.2,21.6
616,Jones,CO,NYRB,42476,5.4,26.9,1,cross,right,open,0,47.19161424,5.661271942,5.4,23.1
617,Jones,CO,NYRB,42476,14.1,21.2,0,pass,right,open,1,19.54881727,14.65639792,14.1,28.8
618,Pappa,CO,NYRB,42476,14.2,29.4,0,pass,left,open,1,19.01703396,14.80810589,14.2,20.6
619,Badji,CO,NYRB,42476,6.7,25.8,0,cross,header,open,0,41.94390936,6.726812024,6.7,24.2
620,Badji,CO,NYRB,42476,8.6,32.9,1,pass,left,open,0,19.03623178,11.54339638,8.6,17.1
621,Badji,CO,NYRB,42476,8.1,32.7,0,pass,right,open,1,19.62248064,11.0390217,8.1,17.3
622,Villa,NYCFC,COL,42476,5.7,29.7,1,cross,header,open,-1,31.79164231,7.262231062,5.7,20.3
623,Matarrita,NYCFC,COL,42476,18.8,28.8,0,self,left,open,0,15.14766238,19.14157778,18.8,21.2
625,Mullins,NYCFC,COL,42476,12.3,34.4,0,pass,left,open,-1,15.35686512,15.36001302,12.3,15.6
626,Mullins,NYCFC,COL,42476,1.5,27.1,0,cross,left,open,-1,90.73452103,2.420743687,1.5,22.9
627,Finlay,COL,NYCFC,42476,8.1,21.2,1,other,right,open,0,29.88612165,9.033825325,8.1,28.8
628,Finlay,COL,NYCFC,42476,4.7,17,0,pass,right,open,0,17.12302773,9.451454914,4.7,33
629,K. Kamara,COL,NYCFC,42476,14.4,16.1,1,pass,right,open,0,14.98187479,17.03437701,14.4,33.9
630,Meram,COL,NYCFC,42476,6.5,23.4,1,pass,right,open,1,41.6148412,6.744627492,6.5,26.6
631,Giovinco,TOR,DC,42476,4,26.7,1,pass,left,open,0,59.75041414,4.272001873,4,23.3
632,Altidore,TOR,DC,42476,14.9,20.8,0,pass,right,open,1,18.4017296,15.53608702,14.9,29.2
633,Johnson,TOR,DC,42476,12.4,30.2,0,pass,right,open,1,20.32914101,13.37011593,12.4,19.8
634,Espindola,DC,TOR,42476,7.3,38,0,pass,left,open,-1,9.988718881,14.73533169,7.3,12
635,Nyarko,DC,TOR,42476,11.8,25.3,0,pass,right,open,-1,24.83705024,11.80042372,11.8,24.7
636,Espindola,DC,TOR,42476,17.8,33.8,0,self,right,open,-1,13.43353408,19.76866207,17.8,16.2
637,Camara,MTL,CHI,42476,3.4,21.5,0,cross,header,set-piece,0,46.03922783,5.024937811,3.4,28.5
638,Shipp,MTL,CHI,42476,12.7,18.6,0,pass,right,open,-1,18.66588334,14.31258188,12.7,31.4
639,Drogba,MTL,CHI,42476,4.7,24.2,1,cross,right,open,-1,56.83791398,4.805205511,4.7,25.8
640,Drogba,MTL,CHI,42476,9.7,30.8,0,pass,left,open,0,22.63432475,11.20044642,9.7,19.2
641,Piatti,MTL,CHI,42476,16.4,35,0,self,right,open,0,13.24898399,19.10497317,16.4,15
642,Piatti,MTL,CHI,42476,15.4,39,1,pass,right,open,0,10.63652931,20.67849124,15.4,11
643,Igboananike,CHI,MTL,42476,13.6,38.1,1,pass,right,open,0,11.42926112,18.74486596,13.6,11.9
644,Morrell,CHI,MTL,42476,9.3,23.3,0,pass,left,open,0,30.34173714,9.49210198,9.3,26.7
645,Dwyer,SKC,DAL,42477,5.9,26.8,0,cross,header,set-piece,0,44.43602878,6.113100686,5.9,23.2
646,Dwyer,SKC,DAL,42477,1.4,23.2,0,cross,left,set-piece,0,102.0947571,2.441311123,1.4,26.8
647,Olum,SKC,DAL,42477,0.2,24.5,1,pass,right,set-piece,0,170.868282,0.728010989,0.2,25.5
648,Espinoza,SKC,DAL,42477,17.6,29.8,0,pass,left,open,0,15.67952412,18.19120667,17.6,20.2
649,Medranda,SKC,DAL,42477,10.4,27.7,0,pass,left,open,0,26.45318672,10.69626103,10.4,22.3
650,Davis,SKC,DAL,42477,16.4,25.2,0,self,left,set-piece,-1,18.01443689,16.4,16.4,24.8
651,Espinoza,SKC,DAL,42477,16.6,22.2,0,other,right,open,-1,17.32949208,16.86890631,16.6,27.8
652,Acosta,DAL,SKC,42477,21.9,21.4,0,pass,right,open,0,13.19265449,22.22723555,21.9,28.6
653,Barrios,DAL,SKC,42477,5.7,18.5,1,pass,left,open,-1,23.55771159,8.796590248,5.7,31.5
654,Ulloa,DAL,SKC,42477,4.7,32.3,0,pass,left,open,0,19.60408815,8.514693183,4.7,17.7
655,Castillo,DAL,SKC,42477,15.3,37.2,0,self,right,open,0,11.94207444,19.44453651,15.3,12.8
656,Rosales,DAL,SKC,42477,15.9,26.9,1,self,right,set-piece,0,18.32334186,15.99062225,15.9,23.1
657,Bunbury,NE,OCSC,42477,3.4,27.3,1,cross,left,open,-1,60.28653852,3.996248241,3.4,22.7
658,Koffie,NE,OCSC,42477,25,29.8,0,pass,right,open,0,11.45968012,25.41967742,25,20.2
659,Nguyen,NE,OCSC,42477,4.4,32.3,0,pass,right,open,0,19.14932302,8.352843827,4.4,17.7
660,Davies,NE,OCSC,42477,10.8,26.8,0,other,left,open,0,26.40274062,10.91787525,10.8,23.2
661,Davies,NE,OCSC,42477,8.4,23.8,0,cross,header,open,0,33.80341214,8.515867542,8.4,26.2
663,Kaka,OCSC,NE,42477,10.1,24.8,1,self,right,open,0,28.8617793,10.10791769,10.1,25.2
664,Kaka,OCSC,NE,42477,19.8,25.3,0,pass,right,open,0,14.9584348,19.80025252,19.8,24.7
665,Kaka,OCSC,NE,42477,2.5,33,0,self,right,open,0,11.57174523,8.190848552,2.5,17
666,Molino,OCSC,NE,42477,13.7,19.1,0,self,right,open,0,18.2738582,14.9966663,13.7,30.9
667,Molino,OCSC,NE,42477,5.8,28.5,1,other,left,open,0,37.62374598,6.673080248,5.8,21.5
668,Akindele,DAL,VAN,42483,6.1,14.5,0,pass,right,open,0,12.70460602,12.31665539,6.1,35.5
669,Urruti,DAL,VAN,42483,16.9,15.2,0,pass,right,open,0,13.19280646,19.63695496,16.9,34.8
670,Barrios,DAL,VAN,42483,4.8,22.3,0,cross,right,open,-1,46.64062159,5.608029957,4.8,27.7
671,Akindele,DAL,VAN,42483,19.8,22.2,0,pass,right,open,-1,14.67639314,20.02598312,19.8,27.8
672,Mezquida,VAN,DAL,42483,2.9,18.1,0,cross,right,open,0,17.02095968,7.669419796,2.9,31.9
673,Techera,VAN,DAL,42483,20.9,18.1,0,other,left,open,0,12.81805614,22.0730605,20.9,31.9
674,Parker,VAN,DAL,42483,3.9,27.8,0,cross,right,set-piece,1,51.2266736,4.687216658,3.9,22.2
675,Harvey,VAN,DAL,42483,9.6,25.7,1,cross,right,set-piece,1,30.16551923,9.613012015,9.6,24.3
676,Mezquida,VAN,DAL,42483,18.1,37.9,0,self,right,open,2,10.93270897,22.11108319,18.1,12.1
677,Laba,VAN,DAL,42483,18.4,20.2,0,pass,right,open,2,15.09049026,19.06724941,18.4,29.8
678,Manneh,VAN,DAL,42483,13.9,35.5,1,pass,right,open,2,13.69131164,17.30028901,13.9,14.5
679,Martinez,RSL,LA,42483,5.5,29.5,1,cross,header,open,0,33.17921752,6.98140387,5.5,20.5
680,Maund,RSL,LA,42483,9.5,19.7,0,cross,header,set-piece,1,23.88048945,10.9772492,9.5,30.3
681,Beckerman,RSL,LA,42483,18.7,22.5,0,cross,right,set-piece,-3,15.56151033,18.89391436,18.7,27.5
683,Garcia,RSL,LA,42483,14.8,14.3,0,pass,right,open,-2,13.25263788,18.3806964,14.8,35.7
684,Phillips,RSL,LA,42483,14.5,28.8,0,other,right,open,-2,19.08473253,14.94021419,14.5,21.2
685,Olave,RSL,LA,42483,8.5,23.2,0,cross,header,open,-3,32.74491586,8.732124598,8.5,26.8
686,Gerrard,LA,RSL,42483,10,25.1,0,self,right,set-piece,0,29.14581859,10.00049999,10,24.9
687,Dos Santos,LA,RSL,42483,9.9,31.8,0,pass,right,open,0,20.52726852,11.89831921,9.9,18.2
688,Magee,LA,RSL,42483,10.1,20.2,0,other,left,open,0,23.94091355,11.26987134,10.1,29.8
689,Zardes,LA,RSL,42483,9.2,28.2,0,pass,left,open,0,28.49736044,9.676776323,9.2,21.8
690,Magee,LA,RSL,42483,15.4,32.9,1,self,right,open,1,15.29567593,17.21772343,15.4,17.1
691,Zardes,LA,RSL,42483,4.6,26.8,1,cross,left,open,0,53.59277692,4.870318265,4.6,23.2
692,Boateng,LA,RSL,42483,8.1,22.8,0,pass,left,open,1,33.47779254,8.448076704,8.1,27.2
693,Dos Santos,LA,RSL,42483,5.4,23.3,1,pass,right,open,1,47.99250222,5.724508713,5.4,26.7
694,Husidic,LA,RSL,42483,8.5,32.6,1,other,left,open,2,19.72888399,11.26987134,8.5,17.4
695,Gerrard,LA,RSL,42483,21.1,29.6,0,pass,right,open,3,13.42659299,21.55388596,21.1,20.4
696,Cole,LA,RSL,42483,7.7,31.4,0,pass,left,open,3,23.18453565,9.885848471,7.7,18.6
697,Gerrard,LA,RSL,42483,11.4,24.7,1,self,right,open,2,25.67906597,11.41095964,11.4,25.3
698,Gomez,SEA,CO,42483,8.9,25.8,0,cross,header,open,-1,32.34166174,8.920201791,8.9,24.2
699,Alonso,SEA,CO,42483,15.5,13.8,0,other,left,open,-1,12.65618514,19.24084198,15.5,36.2
700,Morris,SEA,CO,42483,22.7,19.7,0,other,right,open,-2,12.4057483,23.35679773,22.7,30.3
701,Morris,SEA,CO,42483,10,17.5,1,self,right,open,-2,19.18019727,12.62101422,10,32.5
702,Alonso,SEA,CO,42483,50.1,36.5,0,self,right,set-piece,-2,5.64536573,51.35854359,50.1,13.5
703,Solignac,CO,SEA,42483,14.1,27.7,0,self,right,open,0,20.19421784,14.3199162,14.1,22.3
704,Jones,CO,SEA,42483,5.5,24.2,1,cross,header,open,0,49.84546321,5.590169944,5.5,25.8
705,Badji,CO,SEA,42483,16.8,35.3,0,self,left,open,1,12.89554903,19.60229578,16.8,14.7
706,Solignac,CO,SEA,42483,1.8,25.2,1,cross,right,open,1,110.3948761,1.8,1.8,24.8
707,Gashi,CO,SEA,42483,17.6,17.8,0,self,left,open,2,14.46248028,19.09240687,17.6,32.2
709,Jones,CO,SEA,42483,11.5,39.1,0,self,right,open,1,10.44781755,18.04050997,11.5,10.9
710,Badji,CO,SEA,42483,14,17.4,0,self,left,open,1,16.4221875,16.0262285,14,32.6
711,Doyle,CO,SEA,42483,2.5,21.6,1,cross,left,open,1,49.63546343,4.3829214,2.5,28.4
712,Barnes,HOU,COL,42483,6.3,31.7,0,pass,right,open,0,22.82970424,9.052071586,6.3,18.3
713,Iniguez,HOU,COL,42483,8.1,23.7,0,cross,header,set-piece,-1,34.82781653,8.237718131,8.1,26.3
714,K. Kamara,COL,HOU,42483,10.1,24.9,1,self,right,set-piece,0,28.86940668,10.10445446,10.1,25.1
715,K. Kamara,COL,HOU,42483,0.8,21.3,0,cross,header,set-piece,1,28.79045136,3.981205847,0.8,28.7
716,K. Kamara,COL,HOU,42483,14.4,23.1,0,cross,left,open,1,20.13704539,14.5523194,14.4,26.9
717,O. K. Kamara,COL,HOU,42483,7,16.6,0,pass,right,open,1,17.88463275,11.08873302,7,33.4
718,Meram,COL,HOU,42483,17.2,34.8,0,self,right,set-piece,1,13.07456111,19.6977156,17.2,15.2
719,Meram,COL,HOU,42483,8.8,22.5,0,pass,right,open,1,30.74530186,9.204890005,8.8,27.5
720,Fagundez,NE,DC,42483,8.5,30.7,0,self,right,open,0,24.28072944,10.12422837,8.5,19.3
721,Bunbury,NE,DC,42483,15,26.8,0,other,right,open,0,19.40105406,15.08509198,15,23.2
722,Fagundez,NE,DC,42483,16.9,34.6,0,self,right,open,-1,13.3258781,19.33830396,16.9,15.4
723,Koffie,NE,DC,42483,32.7,21.9,0,self,right,open,-1,9.011974826,32.86609195,32.7,28.1
724,Rowe,NE,DC,42483,5,23.1,0,self,right,open,-1,49.95682289,5.423098745,5,26.9
725,Nguyen,NE,DC,42483,21.7,28.2,0,self,right,open,-2,13.38046811,21.90639176,21.7,21.8
726,Neagle,DC,NE,42483,18.5,15.5,0,self,right,open,0,12.73269933,20.88875295,18.5,34.5
728,Espindola,DC,NE,42483,16.3,13.1,0,self,left,open,1,11.94833737,20.3002463,16.3,36.9
729,Boswell,DC,NE,42483,9.4,22.6,0,cross,header,set-piece,1,29.22805194,9.752948272,9.4,27.4
730,Neagle,DC,NE,42483,19,19.8,0,pass,right,open,1,14.52736231,19.7524682,19,30.2
731,Acosta,DC,NE,42483,20.9,16.2,1,self,right,open,1,12.08743212,22.75543891,20.9,33.8
732,Saborio,DC,NE,42483,6.8,23.8,1,other,right,open,2,40.83112005,6.942621983,6.8,26.2
733,Osorio,TOR,MTL,42483,7.5,31.8,0,cross,header,open,0,22.16577547,9.990495483,7.5,18.2
734,Osorio,TOR,MTL,42483,11.1,27.1,0,pass,left,open,0,25.52808478,11.26143863,11.1,22.9
735,Giovinco,TOR,MTL,42483,9.8,25,1,self,right,open,0,29.7172289,9.802040604,9.8,25
736,Giovinco,TOR,MTL,42483,13.9,32.7,1,pass,left,open,1,16.39029772,15.79430277,13.9,17.3
737,Drogba,MTL,TOR,42483,6.3,23.7,0,other,header,open,-1,43.41877274,6.476109943,6.3,26.3
738,Villa,NYCFC,PHI,42483,10,28.8,0,cross,right,open,0,25.77646966,10.6282642,10,21.2
739,Villa,NYCFC,PHI,42483,10.1,20.3,0,other,right,open,-2,24.11272635,11.225863,10.1,29.7
740,Pontius,PHI,NYCFC,42483,5.8,33.9,0,self,left,open,0,15.86975795,10.4560987,5.8,16.1
741,Rosenberry,PHI,NYCFC,42483,8.9,19.6,0,cross,header,set-piece,0,24.48769817,10.51522705,8.9,30.4
742,Pontius,PHI,NYCFC,42483,4.7,23.7,1,pass,right,open,0,55.14667207,4.933558553,4.7,26.3
743,Sapong,PHI,NYCFC,42483,6.8,24.4,1,pass,left,open,1,41.59066398,6.846897107,6.8,25.6
744,Pontius,PHI,NYCFC,42483,13.1,37.9,0,pass,left,open,2,11.62026137,18.2455474,13.1,12.1
745,Larin,OCSC,NYRB,42484,4.9,23.7,1,cross,right,open,0,53.37554076,5.12445119,4.9,26.3
746,Baptista,OCSC,NYRB,42484,18,22.2,0,self,right,open,1,16.06265066,18.24828759,18,27.8
747,Higuita,OCSC,NYRB,42484,30.3,17.3,0,self,right,open,1,9.220353468,31.31293662,30.3,32.7
748,Grella,NYRB,OCSC,42484,10.7,28.8,0,pass,right,open,-1,24.4859887,11.28937554,10.7,21.2
749,B. Wright-Phillips,NYRB,OCSC,42484,14.1,32.9,0,pass,right,open,-1,16.07378559,16.06549097,14.1,17.1
750,Grella,NYRB,OCSC,42484,5.5,28.9,0,cross,left,open,-1,36.46507136,6.628725368,5.5,21.1
751,B. Wright-Phillips,NYRB,OCSC,42484,1.7,26.8,0,other,header,open,-1,94.0764045,2.334523506,1.7,23.2
752,Martins,NYRB,OCSC,42484,9.3,28.6,0,pass,left,open,-1,27.55281158,9.902019996,9.3,21.4
